02:37:55.555 - FFMPEG found
02:37:55.555 - Python 3.6+ found
02:37:55.633 - Numpy found
02:37:55.650 - OpenCV-Python found
02:37:55.659 - Pillow found
02:37:55.913 - SSIM found
02:37:55.917 - Processing frames from video /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/video/2.mp4 to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2
02:37:55.917 - ['ffprobe', '/sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/video/2.mp4']
02:37:55.923 - Finding Video Viewport...
02:37:55.923 - Using frame 0
02:37:55.987 - STREAM b'IHDR' 16 13
02:37:55.987 - STREAM b'pHYs' 41 9
02:37:55.987 - STREAM b'IDAT' 62 4096
02:37:55.987 - /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/viewport.png is 1366x708
02:37:55.987 - Finding the viewport for /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/viewport.png
02:37:55.988 - STREAM b'IHDR' 16 13
02:37:55.988 - STREAM b'pHYs' 41 9
02:37:55.988 - STREAM b'IDAT' 62 4096
02:37:55.992 - Viewport left edge is 0
02:37:55.993 - Viewport right edge is 1363
02:37:55.993 - Viewport top edge is 88
02:37:55.993 - Viewport bottom edge is 704
02:37:56.002 - Extracting frames from /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/video/2.mp4 to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2
02:37:56.004 - ffmpeg -v debug -i /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/video/2.mp4 -vsync 0 -vf crop=1363:616:0:88,scale=iw*min(400/iw\,400/ih):ih*min(400/iw\,400/ih),mpdecimate=0:64:640:0.001 /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-%d.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-1.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-000000.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-2.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-000900.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-3.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-001933.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-4.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-001966.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-5.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002000.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-6.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002200.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-7.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002266.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-8.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002300.png
02:37:56.236 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-9.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002500.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-10.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002600.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-11.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002700.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-12.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002733.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-13.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002766.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-14.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002800.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-15.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002833.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-16.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002866.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-17.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002900.png
02:37:56.237 - Renaming /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/img-18.png to /sitespeed.io/20251114_212547/pages/pubs_geoscienceworld_org/data/filmstrip/2/video-002933.png
